<<<<<<< vb-demo-using-git
"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Hospet,2,Tonnes,NR,Bhindi,1500,1700,1600,Rs/Quintal
Mysore (Bandipalya),7,Tonnes,NR,Bhindi,1200,1400,1300,Rs/Quintal
Ramanagara,1,Tonnes,NR,Bhindi,1800,2000,1900,Rs/Quintal
Kerala,,,,,,,,
Aluva,5,Tonnes,NR,Bhindi,2200,3000,2600,Rs/Quintal
Angamaly,0.2,Tonnes,NR,Bhindi,2500,2900,2700,Rs/Quintal
Athirampuzha,0.3,Tonnes,NR,Bhindi,2200,2400,2300,Rs/Quintal
Chala,3,Tonnes,NR,Other,2300,2350,2325,Rs/Quintal
Chalakudy,1,Tonnes,NR,Other,2400,2600,2500,Rs/Quintal
Chengannur,1.5,Tonnes,NR,Other,2300,2600,2500,Rs/Quintal
Ernakulam,0.25,Tonnes,NR,Bhindi,2200,2600,2400,Rs/Quintal
Ettumanoor,2.4,Tonnes,NR,Other,2100,2200,2200,Rs/Quintal
Harippad,0.5,Tonnes,NR,Other,2500,3000,2500,Rs/Quintal
Kanjangadu,0.6,Tonnes,NR,Bhindi,4000,5000,4500,Rs/Quintal
Kanjirappally,1,Tonnes,NR,Bhindi,2000,2500,2200,Rs/Quintal
Kayamkulam,1,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Koduvayoor,0.7,Tonnes,NR,Other,2400,2800,2600,Rs/Quintal
Kollam,0.3,Tonnes,NR,Other,5100,5500,5300,Rs/Quintal
Kondotty,0.25,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Kothamangalam,1,Tonnes,NR,Other,2000,2500,2200,Rs/Quintal
Kottakkal,3,Tonnes,NR,Other,1800,1900,1850,Rs/Quintal
Kuruppanthura,3,Tonnes,NR,Bhindi,2000,2800,2400,Rs/Quintal
Kuttoor,1.8,Tonnes,NR,Bhindi,3000,3200,3200,Rs/Quintal
Madhavapuram,2.5,Tonnes,NR,Other,2700,3000,2800,Rs/Quintal
Manjeri,3,Tonnes,NR,Other,2900,3000,2950,Rs/Quintal
Manjeswaram,3.5,Tonnes,NR,Bhindi,6000,7000,6500,Rs/Quintal
Moovattupuzha,1,Tonnes,NR,Bhindi,2500,2800,2650,Rs/Quintal
Mukkom,0.5,Tonnes,NR,Bhindi,2000,2400,2200,Rs/Quintal
Nedumkandam,0.5,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Neeleswaram,0.8,Tonnes,NR,Bhindi,3400,3600,3500,Rs/Quintal
Neyyatinkara,0.2,Tonnes,NR,Bhindi,1300,1500,1400,Rs/Quintal
Omalloor,0.01,Tonnes,NR,Bhindi,3100,3200,3200,Rs/Quintal
Pala,1,Tonnes,NR,Bhindi,3000,4000,3500,Rs/Quintal
Palakkad,1,Tonnes,NR,Bhindi,2500,3000,2800,Rs/Quintal
Palayam,10,Tonnes,NR,Other,2400,2600,2500,Rs/Quintal
Pampady,1,Tonnes,NR,Bhindi,3200,3600,3400,Rs/Quintal
Pandalam,0.3,Tonnes,NR,Bhindi,2000,2500,2500,Rs/Quintal
Parappanangadi,0.6,Tonnes,NR,Other,2000,2350,2150,Rs/Quintal
Parassala,4,Tonnes,NR,Bhindi,1800,2000,1800,Rs/Quintal
Pattambi,1,Tonnes,NR,Other,3000,4000,3800,Rs/Quintal
Perinthalmanna,2.6,Tonnes,NR,Bhindi,3600,4400,4000,Rs/Quintal
Perumbavoor,3,Tonnes,NR,Bhindi,1400,2200,1800,Rs/Quintal
Quilandy,0.4,Tonnes,NR,Other,2600,2800,2700,Rs/Quintal
Thalayolaparambu,0.3,Tonnes,NR,Bhindi,1800,2300,2000,Rs/Quintal
Thamarassery,0.4,Tonnes,NR,Other,2400,3500,2800,Rs/Quintal
Thirurrangadi,0.5,Tonnes,NR,Other,2500,2850,2650,Rs/Quintal
Thodupuzha,1,Tonnes,NR,Other,1600,1800,1800,Rs/Quintal
Thrippunithura,0.5,Tonnes,NR,Bhindi,3300,4000,3600,Rs/Quintal
vadakarapathy,3,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Vadakkenchery,0.18,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Madhya Pradesh,,,,,,,,
Alirajpur(F&V),0.4,Tonnes,NR,Bhindi,1000,1200,1100,Rs/Quintal
Burhanpur(F&V),0.3,Tonnes,NR,Other,2800,3000,2900,Rs/Quintal
Khandwa(F&V),0.3,Tonnes,NR,Bhindi,900,1500,1100,Rs/Quintal
Kukshi,0.31,Tonnes,NR,Bhindi,1800,2200,2000,Rs/Quintal
Petlawad,0.08,Tonnes,NR,Bhindi,800,1500,1000,Rs/Quintal
Sanwer,0.12,Tonnes,NR,Other,800,850,825,Rs/Quintal
Sendhwa,0.03,Tonnes,NR,Bhindi,600,900,750,Rs/Quintal
Thandla,1.2,Tonnes,NR,Bhindi,1100,1300,1200,Rs/Quintal
Ujjain(F&V),0.2,Tonnes,NR,Bhindi,1000,2000,1500,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,1,Tonnes,NR,Other,2000,4500,3250,Rs/Quintal
Amrawati(Frui & Veg. Market),1,Tonnes,NR,Other,2600,2800,2700,Rs/Quintal
Aurangabad,1,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Chandrapur(Ganjwad),NR,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Islampur,NR,Tonnes,NR,Other,350,420,400,Rs/Quintal
Jalgaon,1,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Kalmeshwar,2,Tonnes,NR,Other,2240,2600,2460,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,1000,3000,2000,Rs/Quintal
Kamthi,NR,Tonnes,NR,Other,2000,4000,3500,Rs/Quintal
Karad,1,Tonnes,NR,Other,3000,3500,3500,Rs/Quintal
Khed(Chakan),8,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Murbad,4,Tonnes,NR,Other,2500,3500,3000,Rs/Quintal
Nagpur,10,Tonnes,NR,Other,2200,2500,2425,Rs/Quintal
Nasik,6,Tonnes,NR,Other,2085,3750,2875,Rs/Quintal
Palus,NR,Tonnes,NR,Other,2200,2700,2500,Rs/Quintal
Pandharpur,NR,Tonnes,NR,Other,1000,1800,1400,Rs/Quintal
Patan,1,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Pune,10,Tonnes,NR,Other,1500,5000,2500,Rs/Quintal
Pune(Hadapsar),4,Tonnes,NR,Other,3500,7000,5000,Rs/Quintal
Rahata,1,Tonnes,NR,Other,2500,3500,3000,Rs/Quintal
Rahuri,1,Tonnes,NR,Other,1600,5000,3100,Rs/Quintal
Ramtek,NR,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Ratnagiri (Nachane),1,Tonnes,NR,Other,3500,4000,3700,Rs/Quintal
Satara,1,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Solapur,1,Tonnes,NR,Other,1500,5000,3000,Rs/Quintal
Vadgaonpeth,NR,Tonnes,NR,Other,1600,2500,2100,Rs/Quintal
Vita,1,Tonnes,NR,Other,3000,3500,3350,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,36.2,Tonnes,NR,Bhindi,3000,4500,3700,Rs/Quintal
Odisha,,,,,,,,
Angul,2,Tonnes,NR,Other,2500,3500,3000,Rs/Quintal
Angul(Atthamallick),1,Tonnes,NR,Bhindi,1600,2000,1800,Rs/Quintal
Angul(Jarapada),2.3,Tonnes,NR,Other,2500,3500,3000,Rs/Quintal
Bahadajholla,12,Tonnes,NR,Bhindi,2200,2600,2400,Rs/Quintal
Bargarh,2.38,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Bonai,0.5,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Boudh,0.05,Tonnes,NR,Other,4000,5000,5000,Rs/Quintal
Dhenkanal,0.05,Tonnes,NR,Other,2000,2500,2000,Rs/Quintal
Dungurapalli,0.03,Tonnes,NR,Other,3500,3600,3600,Rs/Quintal
Hindol,0.2,Tonnes,NR,Bhindi,3000,3400,3200,Rs/Quintal
Jajpur,0.25,Tonnes,NR,Bhindi,3000,3500,3500,Rs/Quintal
Kamakhyanagar,0.1,Tonnes,NR,Bhindi,4000,4500,4000,Rs/Quintal
Karanjia,0.08,Tonnes,NR,Other,3300,3500,3400,Rs/Quintal
Kendupatna,14,Tonnes,NR,Other,3000,3000,3000,Rs/Quintal
Kendupatna(Niali),12,Tonnes,NR,Other,3200,3500,3500,Rs/Quintal
Keonjhar,0.6,Tonnes,NR,Other,4000,4500,4000,Rs/Quintal
Keonjhar(Dhekikote),0.5,Tonnes,NR,Other,4000,4500,4000,Rs/Quintal
Khariar,0.2,Tonnes,NR,Other,2500,3000,3000,Rs/Quintal
Kuchinda,0.15,Tonnes,NR,Other,1500,2000,1700,Rs/Quintal
Mottagaon,NR,Tonnes,NR,Other,2000,2500,2000,Rs/Quintal
Pandkital,0.03,Tonnes,NR,Other,3500,3600,3600,Rs/Quintal
Saharpada,0.5,Tonnes,NR,Other,4000,4500,4000,Rs/Quintal
Sarankul,6,Tonnes,NR,Bhindi,2200,2600,2400,Rs/Quintal
Sohela,2,Tonnes,NR,Other,3300,3500,3400,Rs/Quintal
Punjab,,,,,,,,
Bariwala,0.03,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Batala,0.1,Tonnes,NR,Other,4400,5000,4600,Rs/Quintal
Firozepur City,0.1,Tonnes,NR,Other,5000,5500,5250,Rs/Quintal
Garh Shankar(Mahalpur),0.06,Tonnes,NR,Bhindi,3100,3800,3400,Rs/Quintal
Jalandhar City(Jalandhar),2.8,Tonnes,NR,Other,900,2800,1500,Rs/Quintal
Malerkotla,10,Tonnes,NR,Bhindi,3500,4200,4000,Rs/Quintal
Mukerian(Talwara),0.04,Tonnes,NR,Bhindi,1500,2200,2000,Rs/Quintal
Nabha,1,Tonnes,NR,Other,5600,6600,5800,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.03,Tonnes,NR,Other,3000,4000,3600,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer(F&V),3,Tonnes,NR,Other,1000,2000,1600,Rs/Quintal
Chittorgarh,0.2,Tonnes,NR,Other,2500,4000,3200,Rs/Quintal
Jaipur(F&V),4.9,Tonnes,NR,Other,3600,5100,4350,Rs/Quintal
Jalore,0.4,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Sriganganagar(F&V),3,Tonnes,NR,Other,3500,3500,3500,Rs/Quintal
Udaipur(F&V),2.9,Tonnes,NR,Other,2000,4000,3000,Rs/Quintal
Telangana,,,,,,,,
Bowenpally,17.6,Tonnes,NR,Bhindi,1000,3000,2500,Rs/Quintal
Gudimalkapur,11.7,Tonnes,NR,Bhindi,1400,2800,2100,Rs/Quintal
L B Nagar,2.9,Tonnes,NR,Bhindi,1000,2500,2000,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,0.1,Tonnes,NR,Bhindi,1950,2050,2000,Rs/Quintal
Allahabad,3,Tonnes,NR,Bhindi,1400,1660,1550,Rs/Quintal
Bahraich,0.3,Tonnes,NR,Bhindi,1550,1710,1660,Rs/Quintal
Divai,0.5,Tonnes,NR,Bhindi,580,600,590,Rs/Quintal
Fatehabad,17,Tonnes,NR,Bhindi,1500,1550,1520,Rs/Quintal
Jagnair,0.2,Tonnes,NR,Bhindi,2000,2100,2050,Rs/Quintal
Jalaun,0.4,Tonnes,NR,Bhindi,960,1040,1000,Rs/Quintal
Jhansi,7,Tonnes,NR,Bhindi,1000,1100,1050,Rs/Quintal
Jhijhank,5,Tonnes,NR,Bhindi,1300,1350,1325,Rs/Quintal
Khairagarh,0.2,Tonnes,NR,Bhindi,1900,2000,1950,Rs/Quintal
Mathura,2,Tonnes,NR,Bhindi,2000,2200,2100,Rs/Quintal
Partaval,0.2,Tonnes,NR,Bhindi,1750,1820,1800,Rs/Quintal
Shahabad(New Mandi),1.3,Tonnes,NR,Bhindi,1430,1520,1470,Rs/Quintal
Shahganj,1,Tonnes,NR,Bhindi,1260,1400,1300,Rs/Quintal
Thanabhawan,0.1,Tonnes,NR,Bhindi,800,1000,900,Rs/Quintal
West Bengal,,,,,,,,
Balarampur,0.05,Tonnes,NR,Other,2900,3100,3000,Rs/Quintal
Sealdah Koley Market,5.6,Tonnes,NR,Other,4000,5000,4400,Rs/Quintal
Bitter gourd,,,,,,,,
Andhra Pradesh,,,,,,,,
Palamaner,0.6,Tonnes,NR,Bitter Gourd,750,1750,1250,Rs/Quintal
Assam,,,,,,,,
Kharupetia,3,Tonnes,NR,Bitter Gourd,2000,2200,2100,Rs/Quintal
Chattisgarh,,,,,,,,
Durg,17,Tonnes,NR,Bitter Gourd,2000,2500,2250,Rs/Quintal
Gujarat,,,,,,,,
Ahmedabad,1.9,Tonnes,NR,Other,2000,3200,2800,Rs/Quintal
Chikli(Khorgam),16.2,Tonnes,NR,Other,2750,3250,3000,Rs/Quintal
Dholka(Koth),19,Tonnes,NR,Other,1100,1400,1200,Rs/Quintal
Nadiyad(Piplag),2,Tonnes,NR,Bitter Gourd,2000,2500,2350,Rs/Quintal
Padra,1.6,Tonnes,NR,Other,3000,3500,3250,Rs/Quintal
Surat,4,Tonnes,NR,Other,1000,3100,2050,Rs/Quintal
Talalagir,0.13,Tonnes,NR,Other,2450,2650,2550,Rs/Quintal
Haryana,,,,,,,,
Ambala Cantt.,0.2,Tonnes,NR,Bitter Gourd,3500,4000,3800,Rs/Quintal
Asandh,0.1,Tonnes,NR,Other,2500,2800,2650,Rs/Quintal
Thanesar,0.2,Tonnes,NR,Other,4000,6000,5000,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,0.1,Tonnes,NR,Bitter Gourd,4600,4800,4700,Rs/Quintal
Kangra,0.1,Tonnes,NR,Other,4500,5000,4750,Rs/Quintal
Solan(Nalagarh),0.2,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,1,Tonnes,NR,Other,3500,3600,3550,Rs/Quintal
Narwal Jammu (F&V),3.8,Tonnes,NR,Other,4200,4500,4350,Rs/Quintal
Samba,1,Tonnes,NR,Bitter Gourd,3000,3500,3250,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",6,Tonnes,NR,Bitter Gourd,2000,2800,2400,Rs/Quintal
Doddaballa Pur,NR,Tonnes,NR,Bitter Gourd,1600,2000,1800,Rs/Quintal
Honnali,1,Tonnes,NR,Bitter Gourd,1000,1200,1100,Rs/Quintal
Mysore (Bandipalya),2,Tonnes,NR,Bitter Gourd,2200,2500,2400,Rs/Quintal
Ramanagara,NR,Tonnes,NR,Bitter Gourd,2800,3200,3000,Rs/Quintal
Kerala,,,,,,,,
Aluva,3,Tonnes,NR,Bitter Gourd,1500,2500,2000,Rs/Quintal
Angamaly,0.2,Tonnes,NR,Bitter Gourd,3600,4000,3800,Rs/Quintal
Athirampuzha,0.35,Tonnes,NR,Bitter Gourd,3300,3500,3400,Rs/Quintal
Chala,3,Tonnes,NR,Other,5800,5855,5823,Rs/Quintal
Chalakudy,2,Tonnes,NR,Other,3600,3800,3700,Rs/Quintal
Chathanoor,0.5,Tonnes,NR,Other,6300,6700,6500,Rs/Quintal
Chengannur,0.8,Tonnes,NR,Other,3400,3700,3500,Rs/Quintal
Cherthala,0.5,Tonnes,NR,Other,3400,3600,3500,Rs/Quintal
Elevancheri,80,Tonnes,NR,Bitter Gourd,2500,2700,2600,Rs/Quintal
Ernakulam,0.35,Tonnes,NR,Bitter Gourd,2200,2500,2500,Rs/Quintal
Ettumanoor,2.4,Tonnes,NR,Other,3100,3300,3200,Rs/Quintal
Harippad,0.5,Tonnes,NR,Other,2500,4000,3000,Rs/Quintal
Kallachi,0.4,Tonnes,NR,Bitter Gourd,3800,4200,4000,Rs/Quintal
Kanjangadu,0.6,Tonnes,NR,Bitter Gourd,3400,3800,3500,Rs/Quintal
Kanjirappally,1,Tonnes,NR,Bitter Gourd,4400,4800,4600,Rs/Quintal
Kattappana,2.1,Tonnes,NR,Other,2100,2300,2200,Rs/Quintal
Kayamkulam,1,Tonnes,NR,Other,3800,4000,3900,Rs/Quintal
Koduvayoor,0.6,Tonnes,NR,Other,2900,3400,3200,Rs/Quintal
Kollam,0.2,Tonnes,NR,Other,6300,6500,6400,Rs/Quintal
Kondotty,0.25,Tonnes,NR,Other,2800,3000,2900,Rs/Quintal
Koovapadi,0.3,Tonnes,NR,Bitter Gourd,3500,4500,4000,Rs/Quintal
Kothamangalam,1,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
Kottakkal,0.9,Tonnes,NR,Bitter Gourd,3000,3150,3100,Rs/Quintal
Kuruppanthura,1,Tonnes,NR,Bitter Gourd,4600,5400,5000,Rs/Quintal
Madhavapuram,3,Tonnes,NR,Other,4200,4500,4400,Rs/Quintal
Manjeri,4,Tonnes,NR,Other,2500,2600,2550,Rs/Quintal
Manjeswaram,3,Tonnes,NR,Bitter Gourd,4500,5500,5000,Rs/Quintal
Moovattupuzha,0.9,Tonnes,NR,Bitter Gourd,3100,3400,3250,Rs/Quintal
Mukkom,0.5,Tonnes,NR,Bitter Gourd,2800,3200,3000,Rs/Quintal
Nedumkandam,0.3,Tonnes,NR,Other,3000,3000,3000,Rs/Quintal
Neeleswaram,0.7,Tonnes,NR,Other,4500,4700,4600,Rs/Quintal
Neyyatinkara,0.2,Tonnes,NR,Bitter Gourd,2600,3000,2800,Rs/Quintal
Omalloor,0.01,Tonnes,NR,Bitter Gourd,3700,3800,3800,Rs/Quintal
Pala,1,Tonnes,NR,Bitter Gourd,3400,4000,3600,Rs/Quintal
Palakkad,1,Tonnes,NR,Bitter Gourd,2500,3000,2800,Rs/Quintal
Palayam,10,Tonnes,NR,Bitter Gourd,2700,2900,2800,Rs/Quintal
Pampady,1,Tonnes,NR,Bitter Gourd,4500,4800,4700,Rs/Quintal
Parassala,3,Tonnes,NR,Bitter Gourd,3800,4000,3800,Rs/Quintal
Pattambi,1,Tonnes,NR,Other,3000,4000,3800,Rs/Quintal
Perinthalmanna,2.4,Tonnes,NR,Bitter Gourd,3700,4300,4000,Rs/Quintal
Perumbavoor,4,Tonnes,NR,Bitter Gourd,2000,2800,2500,Rs/Quintal
Pulpally,0.1,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Quilandy,0.5,Tonnes,NR,Other,3800,4100,4000,Rs/Quintal
Thalayolaparambu,0.6,Tonnes,NR,Bitter Gourd,3300,3700,3500,Rs/Quintal
Thamarassery,0.25,Tonnes,NR,Other,3400,4500,3700,Rs/Quintal
Thirurrangadi,0.6,Tonnes,NR,Other,3150,3350,3250,Rs/Quintal
Thodupuzha,1,Tonnes,NR,Other,2800,3000,3000,Rs/Quintal
Thrippunithura,0.5,Tonnes,NR,Bitter Gourd,4000,5000,4400,Rs/Quintal
vadakarapathy,2,Tonnes,NR,Other,1700,1900,1800,Rs/Quintal
Vadakkenchery,0.24,Tonnes,NR,Other,3500,4000,3750,Rs/Quintal
Madhya Pradesh,,,,,,,,
Khandwa(F&V),0.3,Tonnes,NR,Bitter Gourd,800,1350,1150,Rs/Quintal
Ujjain(F&V),0.2,Tonnes,NR,Bitter Gourd,500,1000,800,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,1,Tonnes,NR,Other,2000,3500,2750,Rs/Quintal
Amrawati(Frui & Veg. Market),1,Tonnes,NR,Other,3400,3600,3500,Rs/Quintal
Chandrapur(Ganjwad),1,Tonnes,NR,Other,2000,3000,2600,Rs/Quintal
Ghoti,4,Tonnes,NR,Other,2000,2400,2200,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Kamthi,1,Tonnes,NR,Other,1500,3500,2600,Rs/Quintal
Karad,1,Tonnes,NR,Other,2000,2600,2600,Rs/Quintal
Khed(Chakan),4,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Maanachar,1,Tonnes,NR,Other,1500,4000,2150,Rs/Quintal
Mumbai,5,Tonnes,NR,Other,2800,3200,3000,Rs/Quintal
Nasik,19,Tonnes,NR,Other,2250,4580,2900,Rs/Quintal
Pandharpur,NR,Tonnes,NR,Other,500,4250,2000,Rs/Quintal
Panvel,4,Tonnes,NR,Other,3200,3400,3300,Rs/Quintal
Pune,4,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Pune(Hadapsar),1,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Rahuri,NR,Tonnes,NR,Other,2200,4800,3900,Rs/Quintal
Ratnagiri (Nachane),1,Tonnes,NR,Other,2500,3500,3200,Rs/Quintal
Satara,1,Tonnes,NR,Other,2500,3500,3000,Rs/Quintal
Solapur,1,Tonnes,NR,Other,1000,2500,1800,Rs/Quintal
Vadgaonpeth,NR,Tonnes,NR,Other,2000,3500,2800,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,9.2,Tonnes,NR,Bitter Gourd,2800,4200,3500,Rs/Quintal
Odisha,,,,,,,,
Angul,1.8,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Angul(Jarapada),2.5,Tonnes,NR,Other,2500,3000,2800,Rs/Quintal
Banki,0.5,Tonnes,NR,Other,2800,3000,2900,Rs/Quintal
Baripada,1.8,Tonnes,NR,Bitter Gourd,3000,4000,3500,Rs/Quintal
Boudh,0.05,Tonnes,NR,Other,3500,4000,4000,Rs/Quintal
Dhenkanal,0.11,Tonnes,NR,Other,2000,2500,2500,Rs/Quintal
Hindol,0.15,Tonnes,NR,Bitter Gourd,3500,4000,3800,Rs/Quintal
Hinjilicut,6.5,Tonnes,NR,Other,2500,3500,2800,Rs/Quintal
Jajpur,0.86,Tonnes,NR,Bitter Gourd,2500,3000,3000,Rs/Quintal
Kamakhyanagar,0.2,Tonnes,NR,Bitter Gourd,3900,4200,4000,Rs/Quintal
Keonjhar,0.6,Tonnes,NR,Other,3500,4000,4000,Rs/Quintal
Keonjhar(Dhekikote),0.6,Tonnes,NR,Other,3500,4000,4000,Rs/Quintal
Kuchinda,0.13,Tonnes,NR,Other,3000,3500,3200,Rs/Quintal
Mottagaon,NR,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Pattamundai,2,Tonnes,NR,Bitter Gourd,3400,3500,3500,Rs/Quintal
Saharpada,0.6,Tonnes,NR,Other,3500,4000,4000,Rs/Quintal
Udala,1,Tonnes,NR,Bitter Gourd,3000,3100,3000,Rs/Quintal
Punjab,,,,,,,,
Malerkotla,0.5,Tonnes,NR,Bitter Gourd,3000,3500,3200,Rs/Quintal
Rajasthan,,,,,,,,
Jaipur(F&V),6,Tonnes,NR,Bitter Gourd,2500,3000,2750,Rs/Quintal
Sriganganagar(F&V),2.5,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Udaipur(F&V),0.4,Tonnes,NR,Other,3500,4000,3750,Rs/Quintal
Telangana,,,,,,,,
Bowenpally,12.6,Tonnes,NR,Bitter Gourd,800,2500,2000,Rs/Quintal
L B Nagar,1.3,Tonnes,NR,Bitter Gourd,1500,2500,2000,Rs/Quintal
Tripura,,,,,,,,
Bishalgarh,0.5,Tonnes,NR,Other,6000,7000,6500,Rs/Quintal
Bishramganj,0.3,Tonnes,NR,Bitter Gourd,5000,6000,5500,Rs/Quintal
Kulai,4,Tonnes,NR,Bitter Gourd,5800,6000,5900,Rs/Quintal
Teliamura,0.3,Tonnes,NR,Bitter Gourd,6000,7000,6500,Rs/Quintal
Uttar Pradesh,,,,,,,,
Aligarh,1,Tonnes,NR,Bitter Gourd,3100,3200,3150,Rs/Quintal
Allahabad,3,Tonnes,NR,Bitter Gourd,1300,1400,1350,Rs/Quintal
Anwala,0.5,Tonnes,NR,Bitter Gourd,720,850,785,Rs/Quintal
Ballia,5,Tonnes,NR,Bitter Gourd,1000,1100,1050,Rs/Quintal
Basti,0.9,Tonnes,NR,Bitter Gourd,820,920,870,Rs/Quintal
Gorakhpur,1,Tonnes,NR,Bitter Gourd,1740,1830,1780,Rs/Quintal
Hardoi,1.2,Tonnes,NR,Bitter Gourd,1520,1540,1530,Rs/Quintal
Jalaun,5,Tonnes,NR,Bitter Gourd,1000,1080,1050,Rs/Quintal
Najibabad,3,Tonnes,NR,Bitter Gourd,1400,1500,1450,Rs/Quintal
Rampurmaniharan,0.2,Tonnes,NR,Bitter Gourd,900,1000,950,Rs/Quintal
West Bengal,,,,,,,,
Barasat,3,Tonnes,NR,Other,2400,2400,2400,Rs/Quintal
Baruipur(Canning),1.8,Tonnes,NR,Bitter Gourd,3600,4000,3800,Rs/Quintal
Dhupguri,1,Tonnes,NR,Bitter Gourd,1500,1600,1560,Rs/Quintal
Egra/contai,0.4,Tonnes,NR,Bitter Gourd,2800,3200,3000,Rs/Quintal
Garbeta(Medinipur),2,Tonnes,NR,Bitter Gourd,2200,2400,2300,Rs/Quintal
Habra,3,Tonnes,NR,Other,1600,2200,2000,Rs/Quintal
Memari,1.7,Tonnes,NR,Bitter Gourd,2800,3200,3000,Rs/Quintal
Sealdah Koley Market,11.4,Tonnes,NR,Other,2600,3000,2800,Rs/Quintal
Bottle gourd,,,,,,,,
Andhra Pradesh,,,,,,,,
Palamaner,0.4,Tonnes,NR,Bottle Gourd,750,1250,1000,Rs/Quintal
Assam,,,,,,,,
Kharupetia,5,Tonnes,NR,Bottle Gourd,800,900,850,Rs/Quintal
Chandigarh,,,,,,,,
Chandigarh(Grain/Fruit),3.5,Tonnes,NR,Other,1000,1500,1250,Rs/Quintal
Chattisgarh,,,,,,,,
Durg,25,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Gujarat,,,,,,,,
Ahmedabad,31.2,Tonnes,NR,Other,1000,1500,1300,Rs/Quintal
"Anand(Veg,Yard,Anand)",4.8,Tonnes,NR,Bottle Gourd,1250,1500,1400,Rs/Quintal
Ankleshwar,0.73,Tonnes,NR,Bottle Gourd,600,825,775,Rs/Quintal
Bharuch,1.56,Tonnes,NR,Other,500,700,600,Rs/Quintal
Chikli(Khorgam),14,Tonnes,NR,Other,600,900,750,Rs/Quintal
Dahod(Veg. Market),0.86,Tonnes,NR,Bottle Gourd,1000,1500,1300,Rs/Quintal
Dholka(Koth),24,Tonnes,NR,Other,600,900,800,Rs/Quintal
Kapadvanj,0.3,Tonnes,NR,Other,1250,1750,1500,Rs/Quintal
Mansa(Manas Veg Yard),0.01,Tonnes,NR,Other,1450,2000,1700,Rs/Quintal
Morbi,1.4,Tonnes,NR,Bottle Gourd,800,1300,1050,Rs/Quintal
Nadiyad(Chaklasi),0.9,Tonnes,NR,Bottle Gourd,1000,1500,1350,Rs/Quintal
Nadiyad(Piplag),1.6,Tonnes,NR,Bottle Gourd,1300,1400,1350,Rs/Quintal
Padra,1.3,Tonnes,NR,Other,900,1200,1000,Rs/Quintal
Rajkot(Ghee Peeth),3.5,Tonnes,NR,Bottle Gourd,800,1350,1000,Rs/Quintal
Surat,28,Tonnes,NR,Other,400,1300,850,Rs/Quintal
Talalagir,0.3,Tonnes,NR,Other,600,800,700,Rs/Quintal
Vadhvan,0.5,Tonnes,NR,Bottle Gourd,800,1000,900,Rs/Quintal
Vyra,0.38,Tonnes,NR,Other,600,1200,900,Rs/Quintal
Haryana,,,,,,,,
Ambala Cantt.,0.5,Tonnes,NR,Other,1200,1500,1400,Rs/Quintal
Barwala,2.1,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Jhajjar,0.4,Tonnes,NR,Other,NR,700,700,Rs/Quintal
